imgUrl,questionStr,answerGroups,answerQuestions,question_id
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000306275.jpg""","""What type of sandwich is this?""","[[{""id"": ""g0.0"", ""content"": ""steak sandwich""}], [{""id"": ""g1.0"", ""content"": ""chicken salad plus bacon""}, {""id"": ""g1.1"", ""content"": ""chicken salad""}], [{""id"": ""g2.0"", ""content"": ""club""}], [{""id"": ""g3.0"", ""content"": ""overstuffed""}], [{""id"": ""g4.0"", ""content"": ""fish""}], [{""id"": ""g5.0"", ""content"": ""reuben""}], [{""id"": ""g6.0"", ""content"": ""tuna salad""}], [{""id"": ""g7.0"", ""content"": ""large""}], [{""id"": ""g8.0"", ""content"": ""blt""}]]","[""What type of sandwich is this?"", ""What type of sandwich is this?"", ""What type of sandwich is this?"", ""What type of sandwich is this?"", ""What type of sandwich is this?"", ""What type of sandwich is this?"", ""What type of sandwich is this?"", ""What type of sandwich is this?"", ""What type of sandwich is this?""]",306275002
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000425724.jpg""","""What happened to this boat?""","[[{""id"": ""g0.0"", ""content"": ""lost power""}], [{""id"": ""g1.0"", ""content"": ""stuck""}], [{""id"": ""g2.0"", ""content"": ""ran aground""}], [{""id"": ""g3.0"", ""content"": ""capsized""}], [{""id"": ""g4.0"", ""content"": ""docking""}], [{""id"": ""g5.0"", ""content"": ""floating""}], [{""id"": ""g6.0"", ""content"": ""it landed""}, {""id"": ""g6.1"", ""content"": ""landed""}], [{""id"": ""g7.0"", ""content"": ""it stop""}, {""id"": ""g7.1"", ""content"": ""broke down""}]]","[""What happened to this boat?"", ""What happened to this boat?"", ""What happened to this boat?"", ""What happened to this boat?"", ""What happened to this boat?"", ""What happened to this boat?"", ""What happened to this boat?"", ""What happened to this boat?""]",425724013
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000468538.jpg""","""What game platform do these controllers belong to?""","[[{""id"": ""g0.0"", ""content"": ""toothpaste""}], [{""id"": ""g1.0"", ""content"": ""none""}], [{""id"": ""g2.0"", ""content"": ""xbox""}, {""id"": ""g2.1"", ""content"": ""wii""}], [{""id"": ""g3.0"", ""content"": ""not possible""}], [{""id"": ""g4.0"", ""content"": ""mouth""}], [{""id"": ""g5.0"", ""content"": ""container""}], [{""id"": ""g6.0"", ""content"": ""bathroom""}], [{""id"": ""g7.0"", ""content"": ""colgate""}]]","[""What game platform do these controllers belong to?"", ""What game platform do these controllers belong to?"", ""What game platform do these controllers belong to?"", ""What game platform do these controllers belong to?"", ""What game platform do these controllers belong to?"", ""What game platform do these controllers belong to?"", ""What game platform do these controllers belong to?"", ""What game platform do these controllers belong to?""]",468538004
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000320892.jpg""","""Where is the plane?""","[[{""id"": ""g0.0"", ""content"": ""parked""}], [{""id"": ""g1.0"", ""content"": ""airport""}], [{""id"": ""g2.0"", ""content"": ""ground""}], [{""id"": ""g3.0"", ""content"": ""parking lot""}], [{""id"": ""g4.0"", ""content"": ""runway""}], [{""id"": ""g5.0"", ""content"": ""on asphalt""}], [{""id"": ""g6.0"", ""content"": ""tarmac""}], [{""id"": ""g7.0"", ""content"": ""outside""}]]","[""Where is the plane?"", ""Where is the plane?"", ""Where is the plane?"", ""Where is the plane?"", ""Where is the plane?"", ""Where is the plane?"", ""Where is the plane?"", ""Where is the plane?""]",320892001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000322638.jpg""","""What style of art hands on the wall?""","[[{""id"": ""g0.0"", ""content"": ""cartoon""}], [{""id"": ""g1.0"", ""content"": ""native american""}, {""id"": ""g1.1"", ""content"": ""line art""}], [{""id"": ""g2.0"", ""content"": ""drawing""}], [{""id"": ""g3.0"", ""content"": ""hieroglyphics""}, {""id"": ""g3.1"", ""content"": ""native american""}], [{""id"": ""g4.0"", ""content"": ""children's""}], [{""id"": ""g5.0"", ""content"": ""spanish""}], [{""id"": ""g6.0"", ""content"": ""kid art""}]]","[""What style of art hands on the wall?"", ""What style of art hands on the wall?"", ""What style of art hands on the wall?"", ""What style of art hands on the wall?"", ""What style of art hands on the wall?"", ""What style of art hands on the wall?"", ""What style of art hands on the wall?""]",322638006
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000234297.jpg""","""What is the significance of the logo on the blue shoulder bag?""","[[{""id"": ""g0.0"", ""content"": ""charity""}], [{""id"": ""g1.0"", ""content"": ""organization name""}, {""id"": ""g1.1"", ""content"": ""brand name""}], [{""id"": ""g2.0"", ""content"": ""money symbol""}], [{""id"": ""g3.0"", ""content"": ""none""}], [{""id"": ""g4.0"", ""content"": ""euro""}], [{""id"": ""g5.0"", ""content"": ""math""}], [{""id"": ""g6.0"", ""content"": ""peace""}], [{""id"": ""g7.0"", ""content"": ""special team""}]]","[""What is the significance of the logo on the blue shoulder bag?"", ""What is the significance of the logo on the blue shoulder bag?"", ""What is the significance of the logo on the blue shoulder bag?"", ""What is the significance of the logo on the blue shoulder bag?"", ""What is the significance of the logo on the blue shoulder bag?"", ""What is the significance of the logo on the blue shoulder bag?"", ""What is the significance of the logo on the blue shoulder bag?"", ""What is the significance of the logo on the blue shoulder bag?""]",234297000
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000292451.jpg""","""Why are the houses so close to the street?""","[[{""id"": ""g0.0"", ""content"": ""small lots""}], [{""id"": ""g1.0"", ""content"": ""easy access""}], [{""id"": ""g2.0"", ""content"": ""widening of roads""}, {""id"": ""g2.1"", ""content"": ""new road""}], [{""id"": ""g3.0"", ""content"": ""houses were built before road""}, {""id"": ""g3.1"", ""content"": ""that's way they were built""}], [{""id"": ""g4.0"", ""content"": ""subdivision""}], [{""id"": ""g5.0"", ""content"": ""zoning ordinances""}], [{""id"": ""g6.0"", ""content"": ""save space""}], [{""id"": ""g7.0"", ""content"": ""can't tell""}]]","[""Why are the houses so close to the street?"", ""Why are the houses so close to the street?"", ""Why are the houses so close to the street?"", ""Why are the houses so close to the street?"", ""Why are the houses so close to the street?"", ""Why are the houses so close to the street?"", ""Why are the houses so close to the street?"", ""Why are the houses so close to the street?""]",292451002
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000188443.jpg""","""Where is the bus going?""","[[{""id"": ""g0.0"", ""content"": ""left""}], [{""id"": ""g1.0"", ""content"": ""transylvania""}], [{""id"": ""g2.0"", ""content"": ""nowhere""}], [{""id"": ""g3.0"", ""content"": ""down street""}], [{""id"": ""g4.0"", ""content"": ""casino""}], [{""id"": ""g5.0"", ""content"": ""tour""}], [{""id"": ""g6.0"", ""content"": ""transgaviota""}]]","[""Where is the bus going?"", ""Where is the bus going?"", ""Where is the bus going?"", ""Where is the bus going?"", ""Where is the bus going?"", ""Where is the bus going?"", ""Where is the bus going?""]",188443002
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000388297.jpg""","""Why are there waves in the water?""","[[{""id"": ""g0.0"", ""content"": ""yes""}, {""id"": ""g0.1"", ""content"": ""many reasons""}], [{""id"": ""g1.0"", ""content"": ""wind""}], [{""id"": ""g2.0"", ""content"": ""weather""}], [{""id"": ""g3.0"", ""content"": ""it's windy""}, {""id"": ""g3.1"", ""content"": ""windy""}], [{""id"": ""g4.0"", ""content"": ""tides""}, {""id"": ""g4.1"", ""content"": ""tide""}]]","[""Why are there waves in the water?"", ""Why are there waves in the water?"", ""Why are there waves in the water?"", ""Why are there waves in the water?"", ""Why are there waves in the water?""]",388297001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000022487.jpg""","""Why are people wearing masks in this picture?""","[[{""id"": ""g0.0"", ""content"": ""helmets""}], [{""id"": ""g1.0"", ""content"": ""protection""}], [{""id"": ""g2.0"", ""content"": ""not sure""}, {""id"": ""g2.1"", ""content"": ""part of helmets""}], [{""id"": ""g3.0"", ""content"": ""uniform""}], [{""id"": ""g4.0"", ""content"": ""parade""}], [{""id"": ""g5.0"", ""content"": ""driving""}], [{""id"": ""g6.0"", ""content"": ""bug shield""}], [{""id"": ""g7.0"", ""content"": ""safety""}], [{""id"": ""g8.0"", ""content"": ""riding bikes""}]]","[""Why are people wearing masks in this picture?"", ""Why are people wearing masks in this picture?"", ""Why are people wearing masks in this picture?"", ""Why are people wearing masks in this picture?"", ""Why are people wearing masks in this picture?"", ""Why are people wearing masks in this picture?"", ""Why are people wearing masks in this picture?"", ""Why are people wearing masks in this picture?"", ""Why are people wearing masks in this picture?""]",22487000
