imgUrl,questionStr,answerGroups,answerQuestions,question_id
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000226595.jpg""","""What has been sprinkled on top of the pizza?""","[[{""id"": ""g0.0"", ""content"": ""arugula""}], [{""id"": ""g1.0"", ""content"": ""bay leaves""}, {""id"": ""g1.1"", ""content"": ""leaves""}], [{""id"": ""g2.0"", ""content"": ""basil""}], [{""id"": ""g3.0"", ""content"": ""cheese and parsley""}, {""id"": ""g3.1"", ""content"": ""parsley""}], [{""id"": ""g4.0"", ""content"": ""spinach""}]]","[""What has been sprinkled on top of the pizza?"", ""What has been sprinkled on top of the pizza?"", ""What has been sprinkled on top of the pizza?"", ""What has been sprinkled on top of the pizza?"", ""What has been sprinkled on top of the pizza?""]",226595018
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000314755.jpg""","""What would you use to pick up this dish?""","[[{""id"": ""g0.0"", ""content"": ""potholders""}], [{""id"": ""g1.0"", ""content"": ""mitt""}], [{""id"": ""g2.0"", ""content"": ""gloves""}], [{""id"": ""g3.0"", ""content"": ""hands""}], [{""id"": ""g4.0"", ""content"": ""pot holders""}], [{""id"": ""g5.0"", ""content"": ""potholder""}], [{""id"": ""g6.0"", ""content"": ""handles""}], [{""id"": ""g7.0"", ""content"": ""oven mitts""}], [{""id"": ""g8.0"", ""content"": ""spatula""}]]","[""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?""]",314755000
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000031587.jpg""","""What are the pictures for?""","[[{""id"": ""g0.0"", ""content"": ""personal""}], [{""id"": ""g1.0"", ""content"": ""photo album""}], [{""id"": ""g2.0"", ""content"": ""memories""}], [{""id"": ""g3.0"", ""content"": ""to look at""}, {""id"": ""g3.1"", ""content"": ""to hang on walls""}], [{""id"": ""g4.0"", ""content"": ""evidence""}], [{""id"": ""g5.0"", ""content"": ""decoration""}], [{""id"": ""g6.0"", ""content"": ""viewing""}], [{""id"": ""g7.0"", ""content"": ""family""}], [{""id"": ""g8.0"", ""content"": ""not sure""}]]","[""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?""]",31587003
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000410144.jpg""","""What kind of bread is the man holding?""","[[{""id"": ""g0.0"", ""content"": ""flat""}], [{""id"": ""g1.0"", ""content"": ""naan""}], [{""id"": ""g2.0"", ""content"": ""fajita""}], [{""id"": ""g3.0"", ""content"": ""flatbread""}], [{""id"": ""g4.0"", ""content"": ""italian piadina""}], [{""id"": ""g5.0"", ""content"": ""pizza""}], [{""id"": ""g6.0"", ""content"": ""wheat""}], [{""id"": ""g7.0"", ""content"": ""focaccia""}]]","[""What kind of bread is the man holding?"", ""What kind of bread is the man holding?"", ""What kind of bread is the man holding?"", ""What kind of bread is the man holding?"", ""What kind of bread is the man holding?"", ""What kind of bread is the man holding?"", ""What kind of bread is the man holding?"", ""What kind of bread is the man holding?""]",410144003
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000480831.jpg""","""What is on the wall?""","[[{""id"": ""g0.0"", ""content"": ""window""}], [{""id"": ""g1.0"", ""content"": ""cabinets""}], [{""id"": ""g2.0"", ""content"": ""flowered wallpaper""}, {""id"": ""g2.1"", ""content"": ""flower wallpaper""}, {""id"": ""g2.2"", ""content"": ""wallpaper""}], [{""id"": ""g3.0"", ""content"": ""flowers""}], [{""id"": ""g4.0"", ""content"": ""mirror""}]]","[""What is on the wall?"", ""What is on the wall?"", ""What is on the wall?"", ""What is on the wall?"", ""What is on the wall?""]",480831001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000190914.jpg""","""What is the woman doing?""","[[{""id"": ""g0.0"", ""content"": ""sitting""}, {""id"": ""g0.1"", ""content"": ""smiling""}], [{""id"": ""g1.0"", ""content"": ""posing""}], [{""id"": ""g2.0"", ""content"": ""looking at tv""}, {""id"": ""g2.1"", ""content"": ""looking""}], [{""id"": ""g3.0"", ""content"": ""playing""}, {""id"": ""g3.1"", ""content"": ""playing wii""}], [{""id"": ""g4.0"", ""content"": ""wii""}]]","[""What is the woman doing?"", ""What is the woman doing?"", ""What is the woman doing?"", ""What is the woman doing?"", ""What is the woman doing?""]",190914001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000128503.jpg""","""Where are the traffic lights?""","[[{""id"": ""g0.0"", ""content"": ""pole""}], [{""id"": ""g1.0"", ""content"": ""above road""}, {""id"": ""g1.1"", ""content"": ""above street""}], [{""id"": ""g2.0"", ""content"": ""there are none""}], [{""id"": ""g3.0"", ""content"": ""air""}], [{""id"": ""g4.0"", ""content"": ""red""}], [{""id"": ""g5.0"", ""content"": ""ahead""}], [{""id"": ""g6.0"", ""content"": ""on street""}, {""id"": ""g6.1"", ""content"": ""street""}], [{""id"": ""g7.0"", ""content"": ""in front""}]]","[""Where are the traffic lights?"", ""Where are the traffic lights?"", ""Where are the traffic lights?"", ""Where are the traffic lights?"", ""Where are the traffic lights?"", ""Where are the traffic lights?"", ""Where are the traffic lights?"", ""Where are the traffic lights?""]",128503003
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000456936.jpg""","""How old do you think this woman is?""","[[{""id"": ""g0.0"", ""content"": ""30""}, {""id"": ""g0.1"", ""content"": ""25""}, {""id"": ""g0.2"", ""content"": ""15""}], [{""id"": ""g1.0"", ""content"": ""18""}, {""id"": ""g1.1"", ""content"": ""28""}], [{""id"": ""g2.0"", ""content"": ""40""}, {""id"": ""g2.1"", ""content"": ""45""}, {""id"": ""g2.2"", ""content"": ""50""}]]","[""How old do you think this woman is?"", ""How old do you think this woman is?"", ""How old do you think this woman is?""]",456936020
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000431062.jpg""","""What kind of skiers are they?""","[[{""id"": ""g0.0"", ""content"": ""cross country""}], [{""id"": ""g1.0"", ""content"": ""young""}], [{""id"": ""g2.0"", ""content"": ""expert""}], [{""id"": ""g3.0"", ""content"": ""male""}], [{""id"": ""g4.0"", ""content"": ""professional""}], [{""id"": ""g5.0"", ""content"": ""women skiers""}], [{""id"": ""g6.0"", ""content"": ""obstacle course""}], [{""id"": ""g7.0"", ""content"": ""downhill""}], [{""id"": ""g8.0"", ""content"": ""skiing""}]]","[""What kind of skiers are they?"", ""What kind of skiers are they?"", ""What kind of skiers are they?"", ""What kind of skiers are they?"", ""What kind of skiers are they?"", ""What kind of skiers are they?"", ""What kind of skiers are they?"", ""What kind of skiers are they?"", ""What kind of skiers are they?""]",431062004
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000425669.jpg""","""What pattern in his shirt?""","[[{""id"": ""g0.0"", ""content"": ""solid""}], [{""id"": ""g1.0"", ""content"": ""na""}], [{""id"": ""g2.0"", ""content"": ""plain""}, {""id"": ""g2.1"", ""content"": ""plain white shirt""}], [{""id"": ""g3.0"", ""content"": ""white""}], [{""id"": ""g4.0"", ""content"": ""none""}, {""id"": ""g4.1"", ""content"": ""nothing""}]]","[""What pattern in his shirt?"", ""What pattern in his shirt?"", ""What pattern in his shirt?"", ""What pattern in his shirt?"", ""What pattern in his shirt?""]",425669000
