"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.answerGroups","Input.answerQuestions","Input.imgUrl","Input.questionStr","Input.question_id","Answer.answer_groups","Answer.answer_questions","Answer.is_skip","Answer.skipCheck","Answer.skip_reason","Turkle.Username"
"506668","727","jimena_test_for_annotator_uncertainty","Wed Jun 08 16:38:54 UTC 2022","1","86400","24192","129","Wed Jun 08 16:40:20 UTC 2022","Wed Jun 08 16:41:51 UTC 2022","91","[[{""id"":""g0.0"",""content"":""celery""}],[{""id"":""g1.1"",""content"":""carrots""}]]","[""What type of green vegetable is on the plate?"",""What type of orange vegetable is on the plate?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000448653.jpg""","""What type of vegetable is on the plate?""","448653002","[[{""id"":""g0.0"",""content"":""celery""}],[{""id"":""g1.1"",""content"":""carrots""}]]","[""What type of green vegetable is on the plate?"",""What type of orange vegetable is on the plate?""]","true","value","""flag/delete""","jgualla1"
"506669","727","jimena_test_for_annotator_uncertainty","Wed Jun 08 16:38:54 UTC 2022","1","86400","24193","129","Wed Jun 08 16:41:51 UTC 2022","Wed Jun 08 16:42:04 UTC 2022","13","[[{""id"":""g0.0"",""content"":""fruit""}],[{""id"":""g1.5"",""content"":""fried""}],[{""id"":""g2.1"",""content"":""donuts & fruit""}]]","[""What type of non fried dessert is this?"",""How is the dessert is on the right of the plate made?"",""What whole type of dessert is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000297665.jpg""","""What type of dessert is this?""","297665013","[[{""id"":""g0.0"",""content"":""fruit""}],[{""id"":""g1.5"",""content"":""fried""}],[{""id"":""g2.1"",""content"":""donuts & fruit""}]]","[""What type of non fried dessert is this?"",""How is the dessert is on the right of the plate made?"",""What whole type of dessert is this?""]","true","value","""All answer the same question""","jgualla1"
"506670","727","jimena_test_for_annotator_uncertainty","Wed Jun 08 16:38:54 UTC 2022","1","86400","24194","129","Wed Jun 08 16:42:04 UTC 2022","Wed Jun 08 16:42:20 UTC 2022","16","[[{""id"":""g0.1"",""content"":""ketchup""}],[{""id"":""g1.1"",""content"":""relish""}],[{""id"":""g2.1"",""content"":""bacon, onions, bbq""}]]","[""What sauce condiment is on the hot dogs?"",""What vegetable condiment is on the hot dogs?"",""What condiments are on the hot dogs?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000252602.jpg""","""What condiment is on the hot dogs?""","252602002","[[{""id"":""g0.1"",""content"":""ketchup""}],[{""id"":""g1.1"",""content"":""relish""}],[{""id"":""g2.1"",""content"":""bacon, onions, bbq""}]]","[""What sauce condiment is on the hot dogs?"",""What vegetable condiment is on the hot dogs?"",""What condiments are on the hot dogs?""]","true","value","""delete""","jgualla1"
"506671","727","jimena_test_for_annotator_uncertainty","Wed Jun 08 16:38:54 UTC 2022","1","86400","24195","129","Wed Jun 08 16:42:21 UTC 2022","Wed Jun 08 16:42:33 UTC 2022","12","[[{""id"":""g0.2"",""content"":""go mister""}],[{""id"":""g1.3"",""content"":""korea""}],[{""id"":""g2.0"",""content"":""outside""}]]","[""In which city was the picture taken?"",""In what country was the picture taken?"",""Where in nature was the picture taken?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000238006.jpg""","""Where was the picture taken?""","238006001","[[{""id"":""g0.2"",""content"":""go mister""}],[{""id"":""g1.3"",""content"":""korea""}],[{""id"":""g2.0"",""content"":""outside""}]]","[""In which city was the picture taken?"",""In what country was the picture taken?"",""Where in nature was the picture taken?""]","true","value","""All answer the same question""","jgualla1"
"506672","727","jimena_test_for_annotator_uncertainty","Wed Jun 08 16:38:54 UTC 2022","1","86400","24196","129","Wed Jun 08 16:42:33 UTC 2022","Wed Jun 08 16:43:08 UTC 2022","35","[[{""id"":""g0.6"",""content"":""brooklyn bridge""}],[{""id"":""g1.0"",""content"":""london""}],[{""id"":""g2.0"",""content"":""suspension""}]]","[""What is the name of the bridge that can be seen in the distance?"",""What city's bridge can be seen in the distance?"",""What type of bridge can be seen in the distance?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000426038.jpg""","""What bridge can be seen in the distance?""","426038003","[[{""id"":""g1.0"",""content"":""london""},{""id"":""g0.6"",""content"":""brooklyn bridge""}],[{""id"":""g2.0"",""content"":""suspension""}]]","[""What is the name of the bridge that can be seen in the distance?"",""What type of bridge can be seen in the distance?""]","false","","""All answer the same question""","jgualla1"
"506673","727","jimena_test_for_annotator_uncertainty","Wed Jun 08 16:38:54 UTC 2022","1","86400","24197","129","Wed Jun 08 16:43:08 UTC 2022","Wed Jun 08 16:45:45 UTC 2022","157","[[{""id"":""g0.3"",""content"":""b""}],[{""id"":""g1.0"",""content"":""bottle""}],[{""id"":""g2.0"",""content"":""nature made""}],[{""id"":""g3.0"",""content"":""yellow""}]]","[""What is the name of the type of vitamin in the fridge ?"",""What are the vitamins in the fridge contained in?"",""What brand of vitamin is in the fridge?"",""What color is the type of vitamin is in the fridge?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000142420.jpg""","""What type of vitamin is in the fridge?""","142420003","[[{""id"":""g0.3"",""content"":""b""}],[{""id"":""g1.0"",""content"":""bottle""}],[{""id"":""g2.0"",""content"":""nature made""}],[{""id"":""g3.0"",""content"":""yellow""}]]","[""What is the name of the type of vitamin in the fridge ?"",""What are the vitamins in the fridge contained in?"",""What brand of vitamin is in the fridge?"",""What color is the type of vitamin is in the fridge?""]","true","value","""All answer the same question""","jgualla1"
"506674","727","jimena_test_for_annotator_uncertainty","Wed Jun 08 16:38:54 UTC 2022","1","86400","24198","129","Wed Jun 08 16:45:46 UTC 2022","Wed Jun 08 16:45:56 UTC 2022","10","[[{""id"":""g0.0"",""content"":""man""}],[{""id"":""g1.1"",""content"":""one on right""}],[{""id"":""g2.1"",""content"":""sous chef""}]]","[""Is the man or woman in the black hat?"",""Which of the people is the person in the black hat?"",""Which cook is in the black hat?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000262239.jpg""","""Which person is in the black hat?""","262239001","[[{""id"":""g0.0"",""content"":""man""}],[{""id"":""g1.1"",""content"":""one on right""}],[{""id"":""g2.1"",""content"":""sous chef""}]]","[""Is the man or woman in the black hat?"",""Which of the people is the person in the black hat?"",""Which cook is in the black hat?""]","true","value","""delete""","jgualla1"
"506675","727","jimena_test_for_annotator_uncertainty","Wed Jun 08 16:38:54 UTC 2022","1","86400","24199","129","Wed Jun 08 16:45:56 UTC 2022","Wed Jun 08 16:46:03 UTC 2022","7","[[{""id"":""g0.5"",""content"":""protecting""}],[{""id"":""g1.1"",""content"":""slaughter""}]]","[""What is being done for this animal?"",""What is being ready to be done to this animal?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000458654.jpg""","""What is being done to this animal?""","458654006","[[{""id"":""g0.5"",""content"":""protecting""}],[{""id"":""g1.1"",""content"":""slaughter""}]]","[""What is being done for this animal?"",""What is being ready to be done to this animal?""]","true","value","""delete""","jgualla1"
"506676","727","jimena_test_for_annotator_uncertainty","Wed Jun 08 16:38:54 UTC 2022","1","86400","24200","129","Wed Jun 08 16:46:03 UTC 2022","Wed Jun 08 16:46:19 UTC 2022","16","[[{""id"":""g0.6"",""content"":""field""}],[{""id"":""g1.0"",""content"":""toronto""}]]","[""What is the vintage automobile stopped next to?"",""In what city could the vintage automobile be?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000016486.jpg""","""Where is the vintage automobile?""","16486003","[[{""id"":""g0.6"",""content"":""field""}],[{""id"":""g1.0"",""content"":""toronto""}]]","[""What is the vintage automobile stopped next to?"",""In what city could the vintage automobile be?""]","true","value","""All answer the same question""","jgualla1"
"506677","727","jimena_test_for_annotator_uncertainty","Wed Jun 08 16:38:54 UTC 2022","1","86400","24201","129","Wed Jun 08 16:46:19 UTC 2022","Wed Jun 08 16:46:27 UTC 2022","8","[[{""id"":""g0.3"",""content"":""temple""}],[{""id"":""g1.4"",""content"":""foyer""}]]","[""In what building is this room?"",""What type of room is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000277134.jpg""","""What kind of room is this?""","277134000","[[{""id"":""g0.3"",""content"":""temple""}],[{""id"":""g1.4"",""content"":""foyer""}]]","[""In what building is this room?"",""What type of room is this?""]","true","value","""delete""","jgualla1"
