imgUrl,questionStr,answerGroups,answerQuestions,question_id
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000238006.jpg""","""Where was the picture taken?""","[[{""id"": ""g0.0"", ""content"": ""outside""}, {""id"": ""g0.1"", ""content"": ""go mister""}], [{""id"": ""g1.0"", ""content"": ""borsch""}], [{""id"": ""g2.0"", ""content"": ""poland""}], [{""id"": ""g3.0"", ""content"": ""near gomisteri""}], [{""id"": ""g4.0"", ""content"": ""albania""}], [{""id"": ""g5.0"", ""content"": ""gomisteri""}], [{""id"": ""g6.0"", ""content"": ""foreign country""}], [{""id"": ""g7.0"", ""content"": ""korea""}]]","[""Where was the picture taken?"", ""Where was the picture taken?"", ""Where was the picture taken?"", ""Where was the picture taken?"", ""Where was the picture taken?"", ""Where was the picture taken?"", ""Where was the picture taken?"", ""Where was the picture taken?""]",238006001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000304434.jpg""","""What is on the laptops display?""","[[{""id"": ""g0.0"", ""content"": ""blue""}], [{""id"": ""g1.0"", ""content"": ""blue screen""}], [{""id"": ""g2.0"", ""content"": ""games""}], [{""id"": ""g3.0"", ""content"": ""lock screen""}], [{""id"": ""g4.0"", ""content"": ""startup""}], [{""id"": ""g5.0"", ""content"": ""microsoft logo""}], [{""id"": ""g6.0"", ""content"": ""sign-on screen""}], [{""id"": ""g7.0"", ""content"": ""home logo""}, {""id"": ""g7.1"", ""content"": ""sign in page""}]]","[""What is on the laptops display?"", ""What is on the laptops display?"", ""What is on the laptops display?"", ""What is on the laptops display?"", ""What is on the laptops display?"", ""What is on the laptops display?"", ""What is on the laptops display?"", ""What is on the laptops display?""]",304434002
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000232181.jpg""","""What is the ramp for?""","[[{""id"": ""g0.0"", ""content"": ""wheelchairs""}, {""id"": ""g0.1"", ""content"": ""for wheelchairs""}], [{""id"": ""g1.0"", ""content"": ""handicap people""}], [{""id"": ""g2.0"", ""content"": ""bicycle""}], [{""id"": ""g3.0"", ""content"": ""walking""}], [{""id"": ""g4.0"", ""content"": ""pedestrian""}], [{""id"": ""g5.0"", ""content"": ""handicapped people and sidewalk access""}, {""id"": ""g5.1"", ""content"": ""to get on sidewalk""}], [{""id"": ""g6.0"", ""content"": ""wheelchair""}], [{""id"": ""g7.0"", ""content"": ""sidewalk""}]]","[""What is the ramp for?"", ""What is the ramp for?"", ""What is the ramp for?"", ""What is the ramp for?"", ""What is the ramp for?"", ""What is the ramp for?"", ""What is the ramp for?"", ""What is the ramp for?""]",232181021
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000420544.jpg""","""How large would this bear be?""","[[{""id"": ""g0.0"", ""content"": ""500 pounds""}, {""id"": ""g0.1"", ""content"": ""250 lbs""}], [{""id"": ""g1.0"", ""content"": ""8 feet""}], [{""id"": ""g2.0"", ""content"": ""very large""}, {""id"": ""g2.1"", ""content"": ""very""}], [{""id"": ""g3.0"", ""content"": ""medium""}], [{""id"": ""g4.0"", ""content"": ""large""}]]","[""How large would this bear be?"", ""How large would this bear be?"", ""How large would this bear be?"", ""How large would this bear be?"", ""How large would this bear be?""]",420544001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000448944.jpg""","""Where are the pizza?""","[[{""id"": ""g0.0"", ""content"": ""kitchen""}], [{""id"": ""g1.0"", ""content"": ""on stove""}, {""id"": ""g1.1"", ""content"": ""on top of stove""}], [{""id"": ""g2.0"", ""content"": ""plate""}], [{""id"": ""g3.0"", ""content"": ""on plate""}, {""id"": ""g3.1"", ""content"": ""on table""}], [{""id"": ""g4.0"", ""content"": ""on baking sheet""}], [{""id"": ""g5.0"", ""content"": ""stovetop""}], [{""id"": ""g6.0"", ""content"": ""stove""}], [{""id"": ""g7.0"", ""content"": ""dish""}]]","[""Where are the pizza?"", ""Where are the pizza?"", ""Where are the pizza?"", ""Where are the pizza?"", ""Where are the pizza?"", ""Where are the pizza?"", ""Where are the pizza?"", ""Where are the pizza?""]",448944007
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000379172.jpg""","""What movie character is in the photo?""","[[{""id"": ""g0.0"", ""content"": ""james bond""}], [{""id"": ""g1.0"", ""content"": ""cowboy""}], [{""id"": ""g2.0"", ""content"": ""none""}], [{""id"": ""g3.0"", ""content"": ""homeless dude""}], [{""id"": ""g4.0"", ""content"": ""jack sparrow""}], [{""id"": ""g5.0"", ""content"": ""mickey""}], [{""id"": ""g6.0"", ""content"": ""big lebowski""}], [{""id"": ""g7.0"", ""content"": ""not possible""}], [{""id"": ""g8.0"", ""content"": ""will smith""}]]","[""What movie character is in the photo?"", ""What movie character is in the photo?"", ""What movie character is in the photo?"", ""What movie character is in the photo?"", ""What movie character is in the photo?"", ""What movie character is in the photo?"", ""What movie character is in the photo?"", ""What movie character is in the photo?"", ""What movie character is in the photo?""]",379172017
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000275658.jpg""","""What color are the horses?""","[[{""id"": ""g0.0"", ""content"": ""black and white""}, {""id"": ""g0.1"", ""content"": ""white and black""}], [{""id"": ""g1.0"", ""content"": ""white/gray""}], [{""id"": ""g2.0"", ""content"": ""gray""}], [{""id"": ""g3.0"", ""content"": ""black and gray""}, {""id"": ""g3.1"", ""content"": ""gray and black""}], [{""id"": ""g4.0"", ""content"": ""white""}, {""id"": ""g4.1"", ""content"": ""white black""}]]","[""What color are the horses?"", ""What color are the horses?"", ""What color are the horses?"", ""What color are the horses?"", ""What color are the horses?""]",275658000
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000390286.jpg""","""What kind of clothes are the toys wearing?""","[[{""id"": ""g0.0"", ""content"": ""knit""}], [{""id"": ""g1.0"", ""content"": ""lace""}], [{""id"": ""g2.0"", ""content"": ""crochet""}], [{""id"": ""g3.0"", ""content"": ""woolen""}], [{""id"": ""g4.0"", ""content"": ""bonnets""}], [{""id"": ""g5.0"", ""content"": ""knitted items""}], [{""id"": ""g6.0"", ""content"": ""doilies""}], [{""id"": ""g7.0"", ""content"": ""crocheted""}], [{""id"": ""g8.0"", ""content"": ""hats""}]]","[""What kind of clothes are the toys wearing?"", ""What kind of clothes are the toys wearing?"", ""What kind of clothes are the toys wearing?"", ""What kind of clothes are the toys wearing?"", ""What kind of clothes are the toys wearing?"", ""What kind of clothes are the toys wearing?"", ""What kind of clothes are the toys wearing?"", ""What kind of clothes are the toys wearing?"", ""What kind of clothes are the toys wearing?""]",390286003
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000216462.jpg""","""What is the tractor pulling behind it?""","[[{""id"": ""g0.0"", ""content"": ""machine""}], [{""id"": ""g1.0"", ""content"": ""grader""}], [{""id"": ""g2.0"", ""content"": ""machinery""}], [{""id"": ""g3.0"", ""content"": ""tiller""}], [{""id"": ""g4.0"", ""content"": ""beach cleaner""}], [{""id"": ""g5.0"", ""content"": ""tractor""}], [{""id"": ""g6.0"", ""content"": ""flattener""}], [{""id"": ""g7.0"", ""content"": ""digger""}], [{""id"": ""g8.0"", ""content"": ""zamboni""}]]","[""What is the tractor pulling behind it?"", ""What is the tractor pulling behind it?"", ""What is the tractor pulling behind it?"", ""What is the tractor pulling behind it?"", ""What is the tractor pulling behind it?"", ""What is the tractor pulling behind it?"", ""What is the tractor pulling behind it?"", ""What is the tractor pulling behind it?"", ""What is the tractor pulling behind it?""]",216462001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000353761.jpg""","""What nation uses this type of train for mass transportation?""","[[{""id"": ""g0.0"", ""content"": ""england""}], [{""id"": ""g1.0"", ""content"": ""united states""}], [{""id"": ""g2.0"", ""content"": ""usa""}], [{""id"": ""g3.0"", ""content"": ""china""}], [{""id"": ""g4.0"", ""content"": ""belgium""}], [{""id"": ""g5.0"", ""content"": ""scotland""}], [{""id"": ""g6.0"", ""content"": ""japan""}], [{""id"": ""g7.0"", ""content"": ""sweden""}]]","[""What nation uses this type of train for mass transportation?"", ""What nation uses this type of train for mass transportation?"", ""What nation uses this type of train for mass transportation?"", ""What nation uses this type of train for mass transportation?"", ""What nation uses this type of train for mass transportation?"", ""What nation uses this type of train for mass transportation?"", ""What nation uses this type of train for mass transportation?"", ""What nation uses this type of train for mass transportation?""]",353761000
