"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.imgUrl","Input.questionStr","Input.answerGroups","Input.answerQuestions","Input.question_id","Answer.answer_groups","Answer.answer_questions","Answer.is_skip","Answer.skipCheck","Answer.skip_reason","Approve","Reject"
"3BS6ERDL93CPDFE5K2LQJ5LHUHHD6B","33KTOXRB2LZZN9Y4XOPU2F79B0CRFE","Evaluate answers to questions about images","You'll be asked to group answers to questions about images into coherent groups and rewrite questions","images, questions, language","$0.10","Wed May 11 08:34:06 PDT 2022","1","BatchId:4737495;OriginalHitTemplateId:928390828;","10800","345600","Sat May 21 08:34:06 PDT 2022","","","3U5JL4WY5LERJID2IGYO5XZEEDC4XM","A2M03MZWZDXKAJ","Submitted","Sat May 14 10:08:03 PDT 2022","Sat May 14 10:11:10 PDT 2022","Wed May 18 10:11:10 PDT 2022","","","","187","100% (759/759)","100% (448/448)","100% (248/248)","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000175142.jpg""","""What type of benches are in the background?""","[[{""id"": ""g0.0"", ""content"": ""swings""}], [{""id"": ""g1.0"", ""content"": ""swinging""}, {""id"": ""g1.1"", ""content"": ""swinging ones""}], [{""id"": ""g2.0"", ""content"": ""tree""}], [{""id"": ""g3.0"", ""content"": ""swing benches""}, {""id"": ""g3.1"", ""content"": ""swinging benches""}], [{""id"": ""g4.0"", ""content"": ""dwings""}]]","[""What type of benches are in the background?"", ""What type of benches are in the background?"", ""What type of benches are in the background?"", ""What type of benches are in the background?"", ""What type of benches are in the background?""]","175142015","[[{""id"":""g3.1"",""content"":""swinging benches""},{""id"":""g3.0"",""content"":""swing benches""},{""id"":""g1.1"",""content"":""swinging ones""},{""id"":""g1.0"",""content"":""swinging""},{""id"":""g0.0"",""content"":""swings""}],[{""id"":""g2.0"",""content"":""tree""}]]","[""What name type of benches are in the background?"",""What type of foliage near the benches is in the background?""]","false","","""All answer the same question"""
"30Z7M1Q8UYPEJMUHT7RMDI92F9A8AQ","33KTOXRB2LZZN9Y4XOPU2F79B0CRFE","Evaluate answers to questions about images","You'll be asked to group answers to questions about images into coherent groups and rewrite questions","images, questions, language","$0.10","Wed May 11 08:34:19 PDT 2022","1","BatchId:4737495;OriginalHitTemplateId:928390828;","10800","345600","Sat May 21 08:34:19 PDT 2022","","","3FUI0JHJPY3ULONKYDMHOCI4TJB33Y","A2M03MZWZDXKAJ","Submitted","Sat May 14 14:14:02 PDT 2022","Sat May 14 14:14:21 PDT 2022","Wed May 18 14:14:21 PDT 2022","","","","19","100% (759/759)","100% (448/448)","100% (248/248)","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000226595.jpg""","""What has been sprinkled on top of the pizza?""","[[{""id"": ""g0.0"", ""content"": ""arugula""}], [{""id"": ""g1.0"", ""content"": ""bay leaves""}, {""id"": ""g1.1"", ""content"": ""leaves""}], [{""id"": ""g2.0"", ""content"": ""basil""}], [{""id"": ""g3.0"", ""content"": ""cheese and parsley""}, {""id"": ""g3.1"", ""content"": ""parsley""}], [{""id"": ""g4.0"", ""content"": ""spinach""}]]","[""What has been sprinkled on top of the pizza?"", ""What has been sprinkled on top of the pizza?"", ""What has been sprinkled on top of the pizza?"", ""What has been sprinkled on top of the pizza?"", ""What has been sprinkled on top of the pizza?""]","226595018","[[{""id"":""g0.0"",""content"":""arugula""}],[{""id"":""g1.0"",""content"":""bay leaves""},{""id"":""g1.1"",""content"":""leaves""}],[{""id"":""g2.0"",""content"":""basil""}],[{""id"":""g3.0"",""content"":""cheese and parsley""},{""id"":""g3.1"",""content"":""parsley""}],[{""id"":""g4.0"",""content"":""spinach""}]]","[""What has been sprinkled on top of the pizza?"",""What has been sprinkled on top of the pizza?"",""What has been sprinkled on top of the pizza?"",""What has been sprinkled on top of the pizza?"",""What has been sprinkled on top of the pizza?""]","true","value","""All answer the same question"""
"3FK4G712NX5022VKO5JIF939D9OSS6","33KTOXRB2LZZN9Y4XOPU2F79B0CRFE","Evaluate answers to questions about images","You'll be asked to group answers to questions about images into coherent groups and rewrite questions","images, questions, language","$0.10","Wed May 11 08:34:06 PDT 2022","1","BatchId:4737495;OriginalHitTemplateId:928390828;","10800","345600","Sat May 21 08:34:06 PDT 2022","","","3FFJ6VRIL2TDUZ660TBLQKMM9OW0I6","A2M03MZWZDXKAJ","Submitted","Sat May 14 10:37:07 PDT 2022","Sat May 14 10:37:21 PDT 2022","Wed May 18 10:37:21 PDT 2022","","","","14","100% (759/759)","100% (448/448)","100% (248/248)","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000181680.jpg""","""What time is it?""","[[{""id"": ""g0.0"", ""content"": ""3.00""}, {""id"": ""g0.1"", ""content"": ""3""}], [{""id"": ""g1.0"", ""content"": ""3;00""}], [{""id"": ""g2.0"", ""content"": ""3 o clock""}, {""id"": ""g2.1"", ""content"": ""300""}], [{""id"": ""g3.0"", ""content"": ""3:00 pm""}, {""id"": ""g3.1"", ""content"": ""3:00""}], [{""id"": ""g4.0"", ""content"": ""3:00""}]]","[""What time is it?"", ""What time is it?"", ""What time is it?"", ""What time is it?"", ""What time is it?""]","181680015","[[{""id"":""g0.0"",""content"":""3.00""},{""id"":""g0.1"",""content"":""3""}],[{""id"":""g1.0"",""content"":""3;00""}],[{""id"":""g2.0"",""content"":""3 o clock""},{""id"":""g2.1"",""content"":""300""}],[{""id"":""g3.0"",""content"":""3:00 pm""},{""id"":""g3.1"",""content"":""3:00""}],[{""id"":""g4.0"",""content"":""3:00""}]]","[""What time is it?"",""What time is it?"",""What time is it?"",""What time is it?"",""What time is it?""]","true","value","""All answer the same question"""
"3UQ1LLR26AD9YTE0NW0QINV8Z99ALE","33KTOXRB2LZZN9Y4XOPU2F79B0CRFE","Evaluate answers to questions about images","You'll be asked to group answers to questions about images into coherent groups and rewrite questions","images, questions, language","$0.10","Wed May 11 08:34:06 PDT 2022","1","BatchId:4737495;OriginalHitTemplateId:928390828;","10800","345600","Sat May 21 08:34:06 PDT 2022","","","32AT8R96GMEI4ZLI3CJJJTGGY87USU","A2M03MZWZDXKAJ","Submitted","Fri May 13 13:08:49 PDT 2022","Fri May 13 13:09:15 PDT 2022","Tue May 17 13:09:15 PDT 2022","","","","26","100% (759/759)","100% (448/448)","100% (248/248)","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000193168.jpg""","""What is under the pizza?""","[[{""id"": ""g0.0"", ""content"": ""pan""}], [{""id"": ""g1.0"", ""content"": ""baking sheet""}, {""id"": ""g1.1"", ""content"": ""pan,oven""}], [{""id"": ""g2.0"", ""content"": ""oven""}, {""id"": ""g2.1"", ""content"": ""cooking pan""}], [{""id"": ""g3.0"", ""content"": ""baking sheet""}], [{""id"": ""g4.0"", ""content"": ""tray""}]]","[""What is under the pizza?"", ""What is under the pizza?"", ""What is under the pizza?"", ""What is under the pizza?"", ""What is under the pizza?""]","193168000","[[{""id"":""g0.0"",""content"":""pan""}],[{""id"":""g1.0"",""content"":""baking sheet""},{""id"":""g1.1"",""content"":""pan,oven""}],[{""id"":""g2.0"",""content"":""oven""},{""id"":""g2.1"",""content"":""cooking pan""}],[{""id"":""g3.0"",""content"":""baking sheet""}],[{""id"":""g4.0"",""content"":""tray""}]]","[""What is under the pizza?"",""What is under the pizza?"",""What is under the pizza?"",""What is under the pizza?"",""What is under the pizza?""]","true","value","""All answer the same question"""
"3SBNLSTU6UAR1PYGM7I1G3ECZLEDZ2","33KTOXRB2LZZN9Y4XOPU2F79B0CRFE","Evaluate answers to questions about images","You'll be asked to group answers to questions about images into coherent groups and rewrite questions","images, questions, language","$0.10","Wed May 11 08:34:19 PDT 2022","1","BatchId:4737495;OriginalHitTemplateId:928390828;","10800","345600","Sat May 21 08:34:19 PDT 2022","","","3LUY3GC6305JTWTUYNMEEWXL39LP7H","A2M03MZWZDXKAJ","Submitted","Thu May 12 13:25:47 PDT 2022","Thu May 12 13:27:07 PDT 2022","Mon May 16 13:27:07 PDT 2022","","","","80","100% (759/759)","100% (448/448)","100% (248/248)","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000314755.jpg""","""What would you use to pick up this dish?""","[[{""id"": ""g0.0"", ""content"": ""potholders""}], [{""id"": ""g1.0"", ""content"": ""mitt""}], [{""id"": ""g2.0"", ""content"": ""gloves""}], [{""id"": ""g3.0"", ""content"": ""hands""}], [{""id"": ""g4.0"", ""content"": ""pot holders""}], [{""id"": ""g5.0"", ""content"": ""potholder""}], [{""id"": ""g6.0"", ""content"": ""handles""}], [{""id"": ""g7.0"", ""content"": ""oven mitts""}], [{""id"": ""g8.0"", ""content"": ""spatula""}]]","[""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?"", ""What would you use to pick up this dish?""]","314755000","[[{""id"":""g0.0"",""content"":""potholders""}],[{""id"":""g1.0"",""content"":""mitt""}],[{""id"":""g2.0"",""content"":""gloves""}],[{""id"":""g3.0"",""content"":""hands""}],[{""id"":""g4.0"",""content"":""pot holders""}],[{""id"":""g5.0"",""content"":""potholder""}],[{""id"":""g6.0"",""content"":""handles""}],[{""id"":""g7.0"",""content"":""oven mitts""}],[{""id"":""g8.0"",""content"":""spatula""}]]","[""What would you use to pick up this dish?"",""What would you use to pick up this dish?"",""What would you use to pick up this dish?"",""What would you use to pick up this dish?"",""What would you use to pick up this dish?"",""What would you use to pick up this dish?"",""What would you use to pick up this dish?"",""What would you use to pick up this dish?"",""What would you use to pick up this dish?""]","true","value","""All answer the same question"""
"3B286OTISEM333Q0KBOD28IGVK4AJC","33KTOXRB2LZZN9Y4XOPU2F79B0CRFE","Evaluate answers to questions about images","You'll be asked to group answers to questions about images into coherent groups and rewrite questions","images, questions, language","$0.10","Wed May 11 08:34:06 PDT 2022","1","BatchId:4737495;OriginalHitTemplateId:928390828;","10800","345600","Sat May 21 08:34:06 PDT 2022","","","3EWIJTFFVPC1EU4K4ALU55OUHWGE04","A2M03MZWZDXKAJ","Submitted","Sat May 14 14:07:40 PDT 2022","Sat May 14 14:07:58 PDT 2022","Wed May 18 14:07:58 PDT 2022","","","","18","100% (759/759)","100% (448/448)","100% (248/248)","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000021181.jpg""","""What is the ethnicity of these women?""","[[{""id"": ""g0.0"", ""content"": ""caucasian and latina""}, {""id"": ""g0.1"", ""content"": ""white""}], [{""id"": ""g1.0"", ""content"": ""hispanic""}], [{""id"": ""g2.0"", ""content"": ""caucasian""}, {""id"": ""g2.1"", ""content"": ""european""}, {""id"": ""g2.2"", ""content"": ""white""}], [{""id"": ""g3.0"", ""content"": ""caucasian""}, {""id"": ""g3.1"", ""content"": ""american,chinese""}], [{""id"": ""g4.0"", ""content"": ""white""}]]","[""What is the ethnicity of these women?"", ""What is the ethnicity of these women?"", ""What is the ethnicity of these women?"", ""What is the ethnicity of these women?"", ""What is the ethnicity of these women?""]","21181003","[[{""id"":""g0.0"",""content"":""caucasian and latina""},{""id"":""g0.1"",""content"":""white""}],[{""id"":""g1.0"",""content"":""hispanic""}],[{""id"":""g2.0"",""content"":""caucasian""},{""id"":""g2.1"",""content"":""european""},{""id"":""g2.2"",""content"":""white""}],[{""id"":""g3.0"",""content"":""caucasian""},{""id"":""g3.1"",""content"":""american,chinese""}],[{""id"":""g4.0"",""content"":""white""}]]","[""What is the ethnicity of these women?"",""What is the ethnicity of these women?"",""What is the ethnicity of these women?"",""What is the ethnicity of these women?"",""What is the ethnicity of these women?""]","true","value","""All answer the same question"""
"306W7JMRYY3J2WZ9ZLRI8TT8XRVB8O","33KTOXRB2LZZN9Y4XOPU2F79B0CRFE","Evaluate answers to questions about images","You'll be asked to group answers to questions about images into coherent groups and rewrite questions","images, questions, language","$0.10","Wed May 11 08:34:19 PDT 2022","1","BatchId:4737495;OriginalHitTemplateId:928390828;","10800","345600","Sat May 21 08:34:19 PDT 2022","","","3018Q3ZVOJVMOB77II2NTIZQ53TRAO","A2M03MZWZDXKAJ","Submitted","Fri May 13 12:45:25 PDT 2022","Fri May 13 12:50:37 PDT 2022","Tue May 17 12:50:37 PDT 2022","","","","312","100% (759/759)","100% (448/448)","100% (248/248)","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000031587.jpg""","""What are the pictures for?""","[[{""id"": ""g0.0"", ""content"": ""personal""}], [{""id"": ""g1.0"", ""content"": ""photo album""}], [{""id"": ""g2.0"", ""content"": ""memories""}], [{""id"": ""g3.0"", ""content"": ""to look at""}, {""id"": ""g3.1"", ""content"": ""to hang on walls""}], [{""id"": ""g4.0"", ""content"": ""evidence""}], [{""id"": ""g5.0"", ""content"": ""decoration""}], [{""id"": ""g6.0"", ""content"": ""viewing""}], [{""id"": ""g7.0"", ""content"": ""family""}], [{""id"": ""g8.0"", ""content"": ""not sure""}]]","[""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?""]","31587003","[[{""id"":""g2.0"",""content"":""memories""},{""id"":""g4.0"",""content"":""evidence""},{""id"":""g6.0"",""content"":""viewing""},{""id"":""g5.0"",""content"":""decoration""},{""id"":""g3.1"",""content"":""to hang on walls""},{""id"":""g3.0"",""content"":""to look at""}],[{""id"":""g7.0"",""content"":""family""}],[{""id"":""g1.0"",""content"":""photo album""}],[{""id"":""g0.0"",""content"":""personal""}]]","[""What are the pictures for possibly?"",""What are the pictures of?"",""What do the pictures comprise?"",""Who are the pictures of?""]","false","","""All answer the same question"""
"3BFF0DJK8XH1H28ZD5O8PEZVFS2STV","33KTOXRB2LZZN9Y4XOPU2F79B0CRFE","Evaluate answers to questions about images","You'll be asked to group answers to questions about images into coherent groups and rewrite questions","images, questions, language","$0.10","Wed May 11 08:34:06 PDT 2022","1","BatchId:4737495;OriginalHitTemplateId:928390828;","10800","345600","Sat May 21 08:34:06 PDT 2022","","","35BLDD71I72FIQWW3UNWB8F2ZUSZV5","A2M03MZWZDXKAJ","Submitted","Fri May 13 14:00:31 PDT 2022","Fri May 13 14:02:29 PDT 2022","Tue May 17 14:02:29 PDT 2022","","","","118","100% (759/759)","100% (448/448)","100% (248/248)","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000023538.jpg""","""What is on the plate?""","[[{""id"": ""g0.0"", ""content"": ""french fries""}, {""id"": ""g0.1"", ""content"": ""white""}, {""id"": ""g0.2"", ""content"": ""steak and fries""}], [{""id"": ""g1.0"", ""content"": ""diner""}], [{""id"": ""g2.0"", ""content"": ""food""}, {""id"": ""g2.1"", ""content"": ""fries""}], [{""id"": ""g3.0"", ""content"": ""fries, steak, pickle, sauce, ci[s""}, {""id"": ""g3.1"", ""content"": ""dinner""}], [{""id"": ""g4.0"", ""content"": ""meal""}]]","[""What is on the plate?"", ""What is on the plate?"", ""What is on the plate?"", ""What is on the plate?"", ""What is on the plate?""]","23538002","[[{""id"":""g3.0"",""content"":""fries, steak, pickle, sauce, ci[s""},{""id"":""g2.1"",""content"":""fries""},{""id"":""g0.0"",""content"":""french fries""},{""id"":""g0.2"",""content"":""steak and fries""}],[{""id"":""g1.0"",""content"":""diner""},{""id"":""g3.1"",""content"":""dinner""},{""id"":""g4.0"",""content"":""meal""}],[{""id"":""g2.0"",""content"":""food""}],[{""id"":""g0.1"",""content"":""white""}]]","[""What food is on the plate?"",""What meal is on the plate?"",""What is on the plate called?"",""What color is the plate?""]","false","","""All answer the same question"""
"3THR0FZ95PYY0X81XF58JIFDOQDLOO","33KTOXRB2LZZN9Y4XOPU2F79B0CRFE","Evaluate answers to questions about images","You'll be asked to group answers to questions about images into coherent groups and rewrite questions","images, questions, language","$0.10","Wed May 11 08:34:19 PDT 2022","1","BatchId:4737495;OriginalHitTemplateId:928390828;","10800","345600","Sat May 21 08:34:19 PDT 2022","","","39LOEL67OTAGMLTQAUHDFTQF9WD38I","A2M03MZWZDXKAJ","Submitted","Thu May 12 07:52:36 PDT 2022","Thu May 12 07:53:09 PDT 2022","Mon May 16 07:53:09 PDT 2022","","","","33","100% (759/759)","100% (448/448)","100% (248/248)","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000410144.jpg""","""What kind of bread is the man holding?""","[[{""id"": ""g0.0"", ""content"": ""flat""}], [{""id"": ""g1.0"", ""content"": ""naan""}], [{""id"": ""g2.0"", ""content"": ""fajita""}], [{""id"": ""g3.0"", ""content"": ""flatbread""}], [{""id"": ""g4.0"", ""content"": ""italian piadina""}], [{""id"": ""g5.0"", ""content"": ""pizza""}], [{""id"": ""g6.0"", ""content"": ""wheat""}], [{""id"": ""g7.0"", ""content"": ""focaccia""}]]","[""What kind of bread is the man holding?"", ""What kind of bread is the man holding?"", ""What kind of bread is the man holding?"", ""What kind of bread is the man holding?"", ""What kind of bread is the man holding?"", ""What kind of bread is the man holding?"", ""What kind of bread is the man holding?"", ""What kind of bread is the man holding?""]","410144003","[[{""id"":""g0.0"",""content"":""flat""}],[{""id"":""g1.0"",""content"":""naan""}],[{""id"":""g2.0"",""content"":""fajita""}],[{""id"":""g3.0"",""content"":""flatbread""}],[{""id"":""g4.0"",""content"":""italian piadina""}],[{""id"":""g5.0"",""content"":""pizza""}],[{""id"":""g6.0"",""content"":""wheat""}],[{""id"":""g7.0"",""content"":""focaccia""}]]","[""What kind of bread is the man holding?"",""What kind of bread is the man holding?"",""What kind of bread is the man holding?"",""What kind of bread is the man holding?"",""What kind of bread is the man holding?"",""What kind of bread is the man holding?"",""What kind of bread is the man holding?"",""What kind of bread is the man holding?""]","true","value","""All answer the same question"""
"3XDSWAMB22X8I5RBZF4D54KQ9IHQCL","33KTOXRB2LZZN9Y4XOPU2F79B0CRFE","Evaluate answers to questions about images","You'll be asked to group answers to questions about images into coherent groups and rewrite questions","images, questions, language","$0.10","Wed May 11 08:34:06 PDT 2022","1","BatchId:4737495;OriginalHitTemplateId:928390828;","10800","345600","Sat May 21 08:34:06 PDT 2022","","","3AMYWKA6YCRI4W3O0D47JISZYX1O64","A2M03MZWZDXKAJ","Submitted","Fri May 13 14:16:12 PDT 2022","Fri May 13 14:16:25 PDT 2022","Tue May 17 14:16:25 PDT 2022","","","","13","100% (759/759)","100% (448/448)","100% (248/248)","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000255971.jpg""","""What are the numbers on the front of the train?""","[[{""id"": ""g0.0"", ""content"": ""101018""}, {""id"": ""g0.1"", ""content"": ""8""}], [{""id"": ""g1.0"", ""content"": ""1510 1 8""}], [{""id"": ""g2.0"", ""content"": ""18""}], [{""id"": ""g3.0"", ""content"": ""1""}, {""id"": ""g3.1"", ""content"": ""0308""}, {""id"": ""g3.2"", ""content"": ""8""}], [{""id"": ""g4.0"", ""content"": ""1010""}, {""id"": ""g4.1"", ""content"": ""8""}]]","[""What are the numbers on the front of the train?"", ""What are the numbers on the front of the train?"", ""What are the numbers on the front of the train?"", ""What are the numbers on the front of the train?"", ""What are the numbers on the front of the train?""]","255971001","[[{""id"":""g0.0"",""content"":""101018""},{""id"":""g0.1"",""content"":""8""}],[{""id"":""g1.0"",""content"":""1510 1 8""}],[{""id"":""g2.0"",""content"":""18""}],[{""id"":""g3.0"",""content"":""1""},{""id"":""g3.1"",""content"":""0308""},{""id"":""g3.2"",""content"":""8""}],[{""id"":""g4.0"",""content"":""1010""},{""id"":""g4.1"",""content"":""8""}]]","[""What are the numbers on the front of the train?"",""What are the numbers on the front of the train?"",""What are the numbers on the front of the train?"",""What are the numbers on the front of the train?"",""What are the numbers on the front of the train?""]","true","value","""All answer the same question"""
