"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.answerGroups","Input.answerQuestions","Input.imgUrl","Input.questionStr","Input.question_id","Answer.answer_groups","Answer.answer_questions","Answer.is_skip","Answer.skipCheck","Answer.skip_reason","Turkle.Username"
"732683","85","Uncertainty QUD","Mon Aug 15 19:39:21 UTC 2022","1","86400","29860","52","Mon Aug 15 19:39:50 UTC 2022","Mon Aug 15 19:40:14 UTC 2022","24","[[{""id"": ""g0.0"", ""content"": ""yes""}], [{""id"": ""g1.0"", ""content"": ""letters""}], [{""id"": ""g2.0"", ""content"": ""its transparent""}], [{""id"": ""g3.0"", ""content"": ""it's backwards""}], [{""id"": ""g4.0"", ""content"": ""shine""}], [{""id"": ""g5.0"", ""content"": ""see man taking picture""}, {""id"": ""g5.1"", ""content"": ""man and building on glass""}], [{""id"": ""g6.0"", ""content"": ""dimmer""}], [{""id"": ""g7.0"", ""content"": ""person""}]]","[""How can you tell this is a reflection?"", ""How can you tell this is a reflection?"", ""How can you tell this is a reflection?"", ""How can you tell this is a reflection?"", ""How can you tell this is a reflection?"", ""How can you tell this is a reflection?"", ""How can you tell this is a reflection?"", ""How can you tell this is a reflection?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000103936.jpg""","""How can you tell this is a reflection?""","103936001","[[{""id"":""g1.0"",""content"":""letters""}],[{""id"":""g2.0"",""content"":""its transparent""}],[{""id"":""g3.0"",""content"":""it's backwards""}],[{""id"":""g4.0"",""content"":""shine""}],[{""id"":""g5.0"",""content"":""see man taking picture""},{""id"":""g5.1"",""content"":""man and building on glass""}],[{""id"":""g6.0"",""content"":""dimmer""}],[{""id"":""g7.0"",""content"":""person""}]]","[""How can you tell this is a reflection?"",""How can you tell this is a reflection?"",""How can you tell this is a reflection?"",""How can you tell this is a reflection?"",""How can you tell this is a reflection?"",""How can you tell this is a reflection?"",""How can you tell this is a reflection?""]","true","value","""not a why question""","esteng"
"732684","85","Uncertainty QUD","Mon Aug 15 19:39:21 UTC 2022","1","86400","29861","52","Mon Aug 15 19:40:14 UTC 2022","Mon Aug 15 19:40:23 UTC 2022","9","[[{""id"": ""g0.0"", ""content"": ""engines""}], [{""id"": ""g1.0"", ""content"": ""4000'""}, {""id"": ""g1.1"", ""content"": ""low""}], [{""id"": ""g2.0"", ""content"": ""in sky""}, {""id"": ""g2.1"", ""content"": ""in air""}], [{""id"": ""g3.0"", ""content"": ""yes""}], [{""id"": ""g4.0"", ""content"": ""10000 ft""}], [{""id"": ""g5.0"", ""content"": ""high""}], [{""id"": ""g6.0"", ""content"": ""fuel""}]]","[""How is the plane flying?"", ""How is the plane flying?"", ""How is the plane flying?"", ""How is the plane flying?"", ""How is the plane flying?"", ""How is the plane flying?"", ""How is the plane flying?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000014707.jpg""","""How is the plane flying?""","14707007","[[{""id"":""g0.0"",""content"":""engines""}],[{""id"":""g1.0"",""content"":""4000'""},{""id"":""g1.1"",""content"":""low""}],[{""id"":""g2.0"",""content"":""in sky""},{""id"":""g2.1"",""content"":""in air""}],[{""id"":""g3.0"",""content"":""yes""}],[{""id"":""g4.0"",""content"":""10000 ft""}],[{""id"":""g5.0"",""content"":""high""}],[{""id"":""g6.0"",""content"":""fuel""}]]","[""How is the plane flying?"",""How is the plane flying?"",""How is the plane flying?"",""How is the plane flying?"",""How is the plane flying?"",""How is the plane flying?"",""How is the plane flying?""]","true","value","""not a why question""","esteng"
"732685","85","Uncertainty QUD","Mon Aug 15 19:39:21 UTC 2022","1","86400","29862","52","Mon Aug 15 19:40:23 UTC 2022","Mon Aug 15 19:41:36 UTC 2022","73","[[{""id"": ""g0.0"", ""content"": ""motion""}], [{""id"": ""g1.0"", ""content"": ""moving cars""}, {""id"": ""g1.1"", ""content"": ""moving traffic""}, {""id"": ""g1.2"", ""content"": ""cars moving""}], [{""id"": ""g2.0"", ""content"": ""time lapse""}, {""id"": ""g2.1"", ""content"": ""time lapse photography""}], [{""id"": ""g3.0"", ""content"": ""speed""}, {""id"": ""g3.1"", ""content"": ""slow shutter speed""}], [{""id"": ""g4.0"", ""content"": ""picture type""}]]","[""Why are the lights blurred?"", ""Why are the lights blurred?"", ""Why are the lights blurred?"", ""Why are the lights blurred?"", ""Why are the lights blurred?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000420496.jpg""","""Why are the lights blurred?""","420496002","[[{""id"":""g4.0"",""content"":""picture type""},{""id"":""g3.1"",""content"":""slow shutter speed""},{""id"":""g3.0"",""content"":""speed""},{""id"":""g2.1"",""content"":""time lapse photography""},{""id"":""g2.0"",""content"":""time lapse""},{""id"":""g0.0"",""content"":""motion""},{""id"":""g1.0"",""content"":""moving cars""},{""id"":""g1.1"",""content"":""moving traffic""},{""id"":""g1.2"",""content"":""cars moving""}]]","[""r""]","false","","""All answer the same question""","esteng"
"732686","85","Uncertainty QUD","Mon Aug 15 19:39:21 UTC 2022","1","86400","29863","52","Mon Aug 15 19:41:37 UTC 2022","Mon Aug 15 19:42:38 UTC 2022","61","[[{""id"": ""g0.0"", ""content"": ""work on motorcycles""}, {""id"": ""g0.1"", ""content"": ""work""}], [{""id"": ""g1.0"", ""content"": ""picnic""}], [{""id"": ""g2.0"", ""content"": ""racing""}], [{""id"": ""g3.0"", ""content"": ""it's fun""}], [{""id"": ""g4.0"", ""content"": ""motorbike gathering""}], [{""id"": ""g5.0"", ""content"": ""bikes""}], [{""id"": ""g6.0"", ""content"": ""sports event""}], [{""id"": ""g7.0"", ""content"": ""race""}], [{""id"": ""g8.0"", ""content"": ""cookout""}]]","[""Why are people gathered here?"", ""Why are people gathered here?"", ""Why are people gathered here?"", ""Why are people gathered here?"", ""Why are people gathered here?"", ""Why are people gathered here?"", ""Why are people gathered here?"", ""Why are people gathered here?"", ""Why are people gathered here?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000365314.jpg""","""Why are people gathered here?""","365314011","[[{""id"":""g2.0"",""content"":""racing""},{""id"":""g0.0"",""content"":""work on motorcycles""}],[{""id"":""g8.0"",""content"":""cookout""},{""id"":""g7.0"",""content"":""race""},{""id"":""g6.0"",""content"":""sports event""},{""id"":""g5.0"",""content"":""bikes""},{""id"":""g3.0"",""content"":""it's fun""},{""id"":""g4.0"",""content"":""motorbike gathering""},{""id"":""g0.1"",""content"":""work""},{""id"":""g1.0"",""content"":""picnic""}]]","[""p"",""r""]","false","","""All answer the same question""","esteng"
"732687","85","Uncertainty QUD","Mon Aug 15 19:39:21 UTC 2022","1","86400","29867","52","Mon Aug 15 19:42:38 UTC 2022","Mon Aug 15 19:43:01 UTC 2022","23","[[{""id"": ""g0.0"", ""content"": ""they are bicyclists""}, {""id"": ""g0.1"", ""content"": ""they are biking""}], [{""id"": ""g1.0"", ""content"": ""riding their bicycle""}, {""id"": ""g1.1"", ""content"": ""bike riding""}, {""id"": ""g1.2"", ""content"": ""riding bike""}], [{""id"": ""g2.0"", ""content"": ""safety""}, {""id"": ""g2.1"", ""content"": ""for safety""}], [{""id"": ""g3.0"", ""content"": ""yes""}], [{""id"": ""g4.0"", ""content"": ""bikes""}]]","[""Why are the people wearing helmets?"", ""Why are the people wearing helmets?"", ""Why are the people wearing helmets?"", ""Why are the people wearing helmets?"", ""Why are the people wearing helmets?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000034815.jpg""","""Why are the people wearing helmets?""","34815002","[[{""id"":""g4.0"",""content"":""bikes""},{""id"":""g1.2"",""content"":""riding bike""},{""id"":""g1.1"",""content"":""bike riding""},{""id"":""g1.0"",""content"":""riding their bicycle""},{""id"":""g0.0"",""content"":""they are bicyclists""},{""id"":""g0.1"",""content"":""they are biking""}],[{""id"":""g2.0"",""content"":""safety""},{""id"":""g2.1"",""content"":""for safety""}]]","[""r"",""p""]","false","","""All answer the same question""","esteng"
"732688","85","Uncertainty QUD","Mon Aug 15 19:39:21 UTC 2022","1","86400","29868","52","Mon Aug 15 19:43:01 UTC 2022","Mon Aug 15 19:43:51 UTC 2022","50","[[{""id"": ""g0.0"", ""content"": ""fire hydrant""}, {""id"": ""g0.1"", ""content"": ""fire""}], [{""id"": ""g1.0"", ""content"": ""for fires""}], [{""id"": ""g2.0"", ""content"": ""water""}], [{""id"": ""g3.0"", ""content"": ""no pump""}, {""id"": ""g3.1"", ""content"": ""no pump present""}], [{""id"": ""g4.0"", ""content"": ""forgotten""}], [{""id"": ""g5.0"", ""content"": ""left there""}], [{""id"": ""g6.0"", ""content"": ""abandoned gas station""}], [{""id"": ""g7.0"", ""content"": ""i don't know""}]]","[""Why is the hydraulic pump on the street?"", ""Why is the hydraulic pump on the street?"", ""Why is the hydraulic pump on the street?"", ""Why is the hydraulic pump on the street?"", ""Why is the hydraulic pump on the street?"", ""Why is the hydraulic pump on the street?"", ""Why is the hydraulic pump on the street?"", ""Why is the hydraulic pump on the street?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000222006.jpg""","""Why is the hydraulic pump on the street?""","222006012","[[{""id"":""g5.0"",""content"":""left there""},{""id"":""g6.0"",""content"":""abandoned gas station""},{""id"":""g4.0"",""content"":""forgotten""},{""id"":""g0.0"",""content"":""fire hydrant""}],[{""id"":""g2.0"",""content"":""water""},{""id"":""g0.1"",""content"":""fire""},{""id"":""g1.0"",""content"":""for fires""}]]","[""r"",""p""]","false","","""All answer the same question""","esteng"
"732689","85","Uncertainty QUD","Mon Aug 15 19:39:21 UTC 2022","1","86400","29873","52","Mon Aug 15 19:43:51 UTC 2022","Mon Aug 15 19:44:21 UTC 2022","30","[[{""id"": ""g0.0"", ""content"": ""to be eaten""}, {""id"": ""g0.1"", ""content"": ""used for milk""}], [{""id"": ""g1.0"", ""content"": ""containment""}], [{""id"": ""g2.0"", ""content"": ""cow""}], [{""id"": ""g3.0"", ""content"": ""farm""}], [{""id"": ""g4.0"", ""content"": ""captive""}], [{""id"": ""g5.0"", ""content"": ""grazing""}], [{""id"": ""g6.0"", ""content"": ""pasture""}]]","[""Why are the animals there?"", ""Why are the animals there?"", ""Why are the animals there?"", ""Why are the animals there?"", ""Why are the animals there?"", ""Why are the animals there?"", ""Why are the animals there?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000444419.jpg""","""Why are the animals there?""","444419036","[[{""id"":""g0.0"",""content"":""to be eaten""},{""id"":""g0.1"",""content"":""used for milk""}],[{""id"":""g6.0"",""content"":""pasture""},{""id"":""g5.0"",""content"":""grazing""},{""id"":""g4.0"",""content"":""captive""},{""id"":""g3.0"",""content"":""farm""},{""id"":""g2.0"",""content"":""cow""},{""id"":""g1.0"",""content"":""containment""}]]","[""p"",""r""]","false","","""All answer the same question""","esteng"
"732690","85","Uncertainty QUD","Mon Aug 15 19:39:21 UTC 2022","1","86400","29874","52","Mon Aug 15 19:44:21 UTC 2022","Mon Aug 15 19:44:44 UTC 2022","23","[[{""id"": ""g0.0"", ""content"": ""to keep ball inside area""}, {""id"": ""g0.1"", ""content"": ""don't get hit by ball""}], [{""id"": ""g1.0"", ""content"": ""protect crowd""}, {""id"": ""g1.1"", ""content"": ""protect spectators""}], [{""id"": ""g2.0"", ""content"": ""baseball""}], [{""id"": ""g3.0"", ""content"": ""catch balls""}], [{""id"": ""g4.0"", ""content"": ""ball""}], [{""id"": ""g5.0"", ""content"": ""safety""}], [{""id"": ""g6.0"", ""content"": ""protection""}], [{""id"": ""g7.0"", ""content"": ""protect public""}]]","[""What is the netting for?"", ""What is the netting for?"", ""What is the netting for?"", ""What is the netting for?"", ""What is the netting for?"", ""What is the netting for?"", ""What is the netting for?"", ""What is the netting for?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000218116.jpg""","""What is the netting for?""","218116000","[[{""id"":""g1.1"",""content"":""protect spectators""},{""id"":""g1.0"",""content"":""protect crowd""},{""id"":""g0.0"",""content"":""to keep ball inside area""},{""id"":""g0.1"",""content"":""don't get hit by ball""}],[{""id"":""g2.0"",""content"":""baseball""}],[{""id"":""g3.0"",""content"":""catch balls""}],[{""id"":""g4.0"",""content"":""ball""}],[{""id"":""g5.0"",""content"":""safety""}],[{""id"":""g6.0"",""content"":""protection""}],[{""id"":""g7.0"",""content"":""protect public""}]]","[""p"",""What is the netting for?"",""What is the netting for?"",""What is the netting for?"",""What is the netting for?"",""What is the netting for?"",""What is the netting for?""]","true","value","""not a why question""","esteng"
"732691","85","Uncertainty QUD","Mon Aug 15 19:39:21 UTC 2022","1","86400","29878","52","Mon Aug 15 19:44:44 UTC 2022","Mon Aug 15 19:45:12 UTC 2022","28","[[{""id"": ""g0.0"", ""content"": ""color""}], [{""id"": ""g1.0"", ""content"": ""no""}], [{""id"": ""g2.0"", ""content"": ""visually appealing""}], [{""id"": ""g3.0"", ""content"": ""it is""}, {""id"": ""g3.1"", ""content"": ""it isn't""}], [{""id"": ""g4.0"", ""content"": ""esthetically pleasing""}], [{""id"": ""g5.0"", ""content"": ""museum""}], [{""id"": ""g6.0"", ""content"": ""bathroom""}], [{""id"": ""g7.0"", ""content"": ""decorated""}]]","[""Why is this a piece of art?"", ""Why is this a piece of art?"", ""Why is this a piece of art?"", ""Why is this a piece of art?"", ""Why is this a piece of art?"", ""Why is this a piece of art?"", ""Why is this a piece of art?"", ""Why is this a piece of art?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000293174.jpg""","""Why is this a piece of art?""","293174000","[[{""id"":""g7.0"",""content"":""decorated""},{""id"":""g6.0"",""content"":""bathroom""},{""id"":""g5.0"",""content"":""museum""},{""id"":""g4.0"",""content"":""esthetically pleasing""},{""id"":""g2.0"",""content"":""visually appealing""},{""id"":""g0.0"",""content"":""color""}]]","[""r""]","false","","""All answer the same question""","esteng"
"732692","85","Uncertainty QUD","Mon Aug 15 19:39:21 UTC 2022","1","86400","29881","52","Mon Aug 15 19:45:12 UTC 2022","Mon Aug 15 19:45:38 UTC 2022","26","[[{""id"": ""g0.0"", ""content"": ""resting""}], [{""id"": ""g1.0"", ""content"": ""tired""}], [{""id"": ""g2.0"", ""content"": ""circus""}], [{""id"": ""g3.0"", ""content"": ""they are not""}], [{""id"": ""g4.0"", ""content"": ""it's not""}], [{""id"": ""g5.0"", ""content"": ""training""}], [{""id"": ""g6.0"", ""content"": ""no""}], [{""id"": ""g7.0"", ""content"": ""playing""}]]","[""Why are the elephant lying down?"", ""Why are the elephant lying down?"", ""Why are the elephant lying down?"", ""Why are the elephant lying down?"", ""Why are the elephant lying down?"", ""Why are the elephant lying down?"", ""Why are the elephant lying down?"", ""Why are the elephant lying down?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000440511.jpg""","""Why are the elephant lying down?""","440511000","[[{""id"":""g7.0"",""content"":""playing""},{""id"":""g5.0"",""content"":""training""},{""id"":""g2.0"",""content"":""circus""},{""id"":""g1.0"",""content"":""tired""},{""id"":""g0.0"",""content"":""resting""}]]","[""r""]","false","","""All answer the same question""","esteng"
