imgUrl,questionStr,answerGroups,answerQuestions,question_id
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000445745.jpg""","""Was the apple sliced or chopped?""","[[{""id"": ""g0.0"", ""content"": ""chopped""}], [{""id"": ""g1.0"", ""content"": ""sliced""}]]","[""Was the apple sliced or chopped?"", ""Was the apple sliced or chopped?""]",445745002
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000447840.jpg""","""What color are the walls?""","[[{""id"": ""g0.0"", ""content"": ""blue""}], [{""id"": ""g1.0"", ""content"": ""blue and white""}, {""id"": ""g1.1"", ""content"": ""blue, white""}]]","[""What color are the walls?"", ""What color are the walls?""]",447840008
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000456109.jpg""","""Where are the umbrellas?""","[[{""id"": ""g0.0"", ""content"": ""on patio""}, {""id"": ""g0.1"", ""content"": ""farmers market""}, {""id"": ""g0.2"", ""content"": ""on ground floor""}, {""id"": ""g0.3"", ""content"": ""in picture""}, {""id"": ""g0.4"", ""content"": ""over seating""}], [{""id"": ""g1.0"", ""content"": ""above tables""}, {""id"": ""g1.1"", ""content"": ""over tables""}, {""id"": ""g1.2"", ""content"": ""tables""}]]","[""Where are the umbrellas?"", ""Where are the umbrellas?""]",456109001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000045836.jpg""","""What animal is on the blanket?""","[[{""id"": ""g0.0"", ""content"": ""teddy bears""}, {""id"": ""g0.1"", ""content"": ""teddy bear""}, {""id"": ""g0.2"", ""content"": ""bears""}], [{""id"": ""g1.0"", ""content"": ""bear""}]]","[""What animal is on the blanket?"", ""What animal is on the blanket?""]",45836002
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000460694.jpg""","""Was a beverage served?""","[[{""id"": ""g0.0"", ""content"": ""coffee""}, {""id"": ""g0.1"", ""content"": ""latte""}], [{""id"": ""g1.0"", ""content"": ""yes""}]]","[""Was a beverage served?"", ""Was a beverage served?""]",460694000
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000466845.jpg""","""Are the animals or people caged in?""","[[{""id"": ""g0.0"", ""content"": ""people""}, {""id"": ""g0.1"", ""content"": ""yes""}, {""id"": ""g0.2"", ""content"": ""people caged in""}], [{""id"": ""g1.0"", ""content"": ""animals""}, {""id"": ""g1.1"", ""content"": ""animal""}]]","[""Are the animals or people caged in?"", ""Are the animals or people caged in?""]",466845001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000047729.jpg""","""What colors are the men wearing?""","[[{""id"": ""g0.0"", ""content"": ""blue white pink orange""}, {""id"": ""g0.1"", ""content"": ""blue pink orange""}, {""id"": ""g0.2"", ""content"": ""blue orange pink""}, {""id"": ""g0.3"", ""content"": ""blue, orange, pink""}], [{""id"": ""g1.0"", ""content"": ""pink, orange/white and blue""}, {""id"": ""g1.1"", ""content"": ""blue, orange, white, and pink""}, {""id"": ""g1.2"", ""content"": ""pink, orange and blue""}, {""id"": ""g1.3"", ""content"": ""blue, orange and pink""}, {""id"": ""g1.4"", ""content"": ""yellow blue and pink""}]]","[""What colors are the men wearing?"", ""What colors are the men wearing?""]",47729001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000107886.jpg""","""What kind of dessert is on this plate?""","[[{""id"": ""g0.0"", ""content"": ""cheesecake""}, {""id"": ""g0.1"", ""content"": ""pie""}], [{""id"": ""g1.0"", ""content"": ""cake""}]]","[""What kind of dessert is on this plate?"", ""What kind of dessert is on this plate?""]",107886009
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000113962.jpg""","""What toppings are visible?""","[[{""id"": ""g0.0"", ""content"": ""cheese""}], [{""id"": ""g1.0"", ""content"": ""cheese, spinach""}, {""id"": ""g1.1"", ""content"": ""spinach""}], [{""id"": ""g2.0"", ""content"": ""cheese, basil""}, {""id"": ""g2.1"", ""content"": ""basil""}], [{""id"": ""g3.0"", ""content"": ""cheese and basil""}, {""id"": ""g3.1"", ""content"": ""sauce, cheese and basil""}], [{""id"": ""g4.0"", ""content"": ""sauce cheese spinach""}, {""id"": ""g4.1"", ""content"": ""mint, cheese, sauce""}]]","[""What toppings are visible?"", ""What toppings are visible?"", ""What toppings are visible?"", ""What toppings are visible?"", ""What toppings are visible?""]",113962006
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000012145.jpg""","""What are the colors most prominently represented?""","[[{""id"": ""g0.0"", ""content"": ""red, blue""}, {""id"": ""g0.1"", ""content"": ""blue""}, {""id"": ""g0.2"", ""content"": ""red white blue""}, {""id"": ""g0.3"", ""content"": ""red blue""}], [{""id"": ""g1.0"", ""content"": ""red and blue""}, {""id"": ""g1.1"", ""content"": ""blue and red""}]]","[""What are the colors most prominently represented?"", ""What are the colors most prominently represented?""]",12145002
